item,item_create,item_los,date
純生 2斤,12,0,2024/01/13
プレーン　1斤,4,0,2024/01/13
アップルシナモン,4,0,2024/01/13
濃厚ショコラ,9,0,2024/01/13
ほうじ茶とホワイトチョコ,10,0,2024/01/13
プレーン1斤,4,0,2024/01/13
純生1斤,4,0,2024/01/13
ホイップバター,9,0,2024/01/13
天使のクロワッサン,26,0,2024/01/13
塩トリュフクロワッサン,17,0,2024/01/13
チョコレートクロワッサン,6,0,2024/01/13
ストロベリークロワッサン,4,0,2024/01/13
ホワイトチョコクロワッサン,3,0,2024/01/13
アーモンドダマンドクロワッサン,5,0,2024/01/13
アールグレイダマンドクロワッサン,2,0,2024/01/13
ほうじ茶ダマンドクロワッサン,2,0,2024/01/13
抹茶つぶあんダマンド,6,0,2024/01/13
板チョコバタークロワッサン,8,0,2024/01/13
ソーセージクロワッサン,12,0,2024/01/13
明太マヨコロッケクロワッサン,4,0,2024/01/13
ささみカツバーガー,4,0,2024/01/13
アラビアータバーガー,5,0,2024/01/13
照り焼きチキンバーガ,4,0,2024/01/13
明太マヨコロッケバー,1,0,2024/01/13
シーザーサラダバーガ,5,0,2024/01/13
リュスティック,0,0,2024/01/13
悪魔のカレーパン,22,0,2024/01/13
とうもろこしクロックムッシュ,12,0,2024/01/13
明太ペペロンチーノフランス,3,0,2024/01/13
明太チーズオムレツサンド,10,0,2024/01/13
トマトとリコッタのタルティーヌ,5,0,2024/01/13
チョリソーとキャベツのタルティーヌ,3,0,2024/01/13
シラスとキノコのタルティーヌ,6,0,2024/01/13
ハニートースト,12,0,2024/01/13
チョコ　クロワッサンロール,5,0,2024/01/13
ストロベリー　クロワッサンロール,5,0,2024/01/13
きな粉とくるみのあんバター,7,0,2024/01/13
チョコマフィン,17,0,2024/01/13
ストロベリーマフィン,5,0,2024/01/13
フルーツパイ,2,0,2024/01/13
シナモンロール,2,0,2024/01/13
シュガーラスク,2,0,2024/01/13
チョコラスク,0,0,2024/01/13
ストロベリーラスク,1,0,2024/01/13
ホワイトラスク,0,0,2024/01/13
極上プリン カップtak,6,0,2024/01/13
ほうじ茶プリン カッップ,3,0,2024/01/13
極上プリン　ビン　Ta,8,0,2024/01/13
抹茶プリン　take,4,0,2024/01/13
フレンチトーストtake,2,0,2024/01/13
フレンチ【プレーン】,8,0,2024/01/13
フレンチ【ベリー】,7,0,2024/01/13
フレンチ【キャラメル,4,0,2024/01/13
EDWブレックファース,2,0,2024/01/13
バスクチーズtake,7,0,2024/01/13
プレーン 2斤,16,0,2024/01/14
純生 2斤,10,0,2024/01/14
プレーン　1斤,5,0,2024/01/14
アップルシナモン,7,0,2024/01/14
濃厚ショコラ,7,0,2024/01/14
ほうじ茶とホワイトチョコ,4,0,2024/01/14
プレーン1斤,5,0,2024/01/14
純生1斤,0,0,2024/01/14
ホイップバター,4,0,2024/01/14
天使のクロワッサン,16,0,2024/01/14
塩トリュフクロワッサン,12,0,2024/01/14
チョコレートクロワッサン,14,0,2024/01/14
ストロベリークロワッサン,8,0,2024/01/14
ホワイトチョコクロワッサン,6,0,2024/01/14
アーモンドダマンドクロワッサン,5,0,2024/01/14
アールグレイダマンドクロワッサン,6,0,2024/01/14
ほうじ茶ダマンドクロワッサン,0,0,2024/01/14
抹茶つぶあんダマンド,5,0,2024/01/14
板チョコバタークロワッサン,6,0,2024/01/14
ソーセージクロワッサン,12,0,2024/01/14
明太マヨコロッケクロワッサン,6,0,2024/01/14
ささみカツバーガー,4,0,2024/01/14
アラビアータバーガー,6,0,2024/01/14
照り焼きチキンバーガ,5,0,2024/01/14
明太マヨコロッケバー,0,0,2024/01/14
シーザーサラダバーガ,6,0,2024/01/14
リュスティック,0,0,2024/01/14
悪魔のカレーパン,20,0,2024/01/14
とうもろこしクロックムッシュ,10,0,2024/01/14
明太ペペロンチーノフランス,4,0,2024/01/14
明太チーズオムレツサンド,10,0,2024/01/14
トマトとリコッタのタルティーヌ,4,0,2024/01/14
チョリソーとキャベツのタルティーヌ,7,0,2024/01/14
シラスとキノコのタルティーヌ,5,0,2024/01/14
ハニートースト,17,0,2024/01/14
チョコ　クロワッサンロール,5,0,2024/01/14
ストロベリー　クロワッサンロール,2,0,2024/01/14
きな粉とくるみのあんバター,11,0,2024/01/14
チョコマフィン,6,0,2024/01/14
ストロベリーマフィン,1,0,2024/01/14
フルーツパイ,8,0,2024/01/14
シナモンロール,0,0,2024/01/14
シュガーラスク,6,0,2024/01/14
チョコラスク,0,0,2024/01/14
ストロベリーラスク,1,0,2024/01/14
ホワイトラスク,0,0,2024/01/14
極上プリン カップtak,22,0,2024/01/14
ほうじ茶プリン カッップ,3,0,2024/01/14
極上プリン　ビン　Ta,3,0,2024/01/14
抹茶プリン　take,5,0,2024/01/14
フレンチトーストtake,4,0,2024/01/14
フレンチ【プレーン】,7,0,2024/01/14
フレンチ【ベリー】,3,0,2024/01/14
フレンチ【キャラメル,4,0,2024/01/14
EDWブレックファース,0,0,2024/01/14
バスクチーズtake,2,0,2024/01/14
プレーン 2斤,6,0,2024/01/15
純生 2斤,10,0,2024/01/15
プレーン　1斤,8,0,2024/01/15
アップルシナモン,3,0,2024/01/15
濃厚ショコラ,5,0,2024/01/15
ほうじ茶とホワイトチョコ,8,0,2024/01/15
プレーン1斤,8,0,2024/01/15
純生1斤,0,0,2024/01/15
ホイップバター,8,0,2024/01/15
天使のクロワッサン,16,0,2024/01/15
塩トリュフクロワッサン,8,0,2024/01/15
チョコレートクロワッサン,7,0,2024/01/15
ストロベリークロワッサン,2,0,2024/01/15
ホワイトチョコクロワッサン,2,0,2024/01/15
アーモンドダマンドクロワッサン,1,0,2024/01/15
アールグレイダマンドクロワッサン,3,0,2024/01/15
ほうじ茶ダマンドクロワッサン,0,0,2024/01/15
抹茶つぶあんダマンド,4,0,2024/01/15
板チョコバタークロワッサン,8,0,2024/01/15
ソーセージクロワッサン,7,0,2024/01/15
明太マヨコロッケクロワッサン,3,0,2024/01/15
ささみカツバーガー,3,0,2024/01/15
アラビアータバーガー,3,0,2024/01/15
照り焼きチキンバーガ,2,0,2024/01/15
明太マヨコロッケバー,0,0,2024/01/15
シーザーサラダバーガ,4,0,2024/01/15
リュスティック,0,0,2024/01/15
悪魔のカレーパン,12,0,2024/01/15
とうもろこしクロックムッシュ,7,0,2024/01/15
明太ペペロンチーノフランス,3,0,2024/01/15
明太チーズオムレツサンド,6,0,2024/01/15
トマトとリコッタのタルティーヌ,3,0,2024/01/15
チョリソーとキャベツのタルティーヌ,1,0,2024/01/15
シラスとキノコのタルティーヌ,4,0,2024/01/15
ハニートースト,8,0,2024/01/15
チョコ　クロワッサンロール,5,0,2024/01/15
ストロベリー　クロワッサンロール,4,0,2024/01/15
きな粉とくるみのあんバター,7,0,2024/01/15
チョコマフィン,3,0,2024/01/15
ストロベリーマフィン,0,0,2024/01/15
フルーツパイ,5,0,2024/01/15
シナモンロール,0,0,2024/01/15
シュガーラスク,2,0,2024/01/15
チョコラスク,0,0,2024/01/15
ストロベリーラスク,2,0,2024/01/15
ホワイトラスク,5,0,2024/01/15
極上プリン カップtak,8,0,2024/01/15
ほうじ茶プリン カッップ,0,0,2024/01/15
極上プリン　ビン　Ta,5,0,2024/01/15
抹茶プリン　take,3,0,2024/01/15
フレンチトーストtake,0,0,2024/01/15
フレンチ【プレーン】,3,0,2024/01/15
フレンチ【ベリー】,1,0,2024/01/15
フレンチ【キャラメル,0,0,2024/01/15
EDWブレックファース,2,0,2024/01/15
バスクチーズtake,3,0,2024/01/15
プレーン 2斤,8,0,2024/01/16
純生 2斤,7,0,2024/01/16
プレーン　1斤,3,0,2024/01/16
アップルシナモン,4,0,2024/01/16
濃厚ショコラ,8,0,2024/01/16
ほうじ茶とホワイトチョコ,11,0,2024/01/16
プレーン1斤,3,0,2024/01/16
純生1斤,0,0,2024/01/16
ホイップバター,1,0,2024/01/16
天使のクロワッサン,8,0,2024/01/16
塩トリュフクロワッサン,6,0,2024/01/16
チョコレートクロワッサン,5,0,2024/01/16
ストロベリークロワッサン,3,0,2024/01/16
ホワイトチョコクロワッサン,1,0,2024/01/16
アーモンドダマンドクロワッサン,5,0,2024/01/16
アールグレイダマンドクロワッサン,0,0,2024/01/16
ほうじ茶ダマンドクロワッサン,0,0,2024/01/16
抹茶つぶあんダマンド,1,0,2024/01/16
板チョコバタークロワッサン,4,0,2024/01/16
ソーセージクロワッサン,4,0,2024/01/16
明太マヨコロッケクロワッサン,0,0,2024/01/16
ささみカツバーガー,0,0,2024/01/16
アラビアータバーガー,0,0,2024/01/16
照り焼きチキンバーガ,1,0,2024/01/16
明太マヨコロッケバー,0,0,2024/01/16
シーザーサラダバーガ,0,0,2024/01/16
リュスティック,0,0,2024/01/16
悪魔のカレーパン,7,0,2024/01/16
とうもろこしクロックムッシュ,6,0,2024/01/16
明太ペペロンチーノフランス,2,0,2024/01/16
明太チーズオムレツサンド,5,0,2024/01/16
トマトとリコッタのタルティーヌ,0,0,2024/01/16
チョリソーとキャベツのタルティーヌ,2,0,2024/01/16
シラスとキノコのタルティーヌ,3,0,2024/01/16
ハニートースト,8,0,2024/01/16
チョコ　クロワッサンロール,5,0,2024/01/16
ストロベリー　クロワッサンロール,5,0,2024/01/16
きな粉とくるみのあんバター,5,0,2024/01/16
チョコマフィン,1,0,2024/01/16
ストロベリーマフィン,0,0,2024/01/16
フルーツパイ,2,0,2024/01/16
シナモンロール,0,0,2024/01/16
シュガーラスク,0,0,2024/01/16
チョコラスク,1,0,2024/01/16
ストロベリーラスク,0,0,2024/01/16
ホワイトラスク,2,0,2024/01/16
極上プリン カップtak,5,0,2024/01/16
ほうじ茶プリン カッップ,0,0,2024/01/16
極上プリン　ビン　Ta,0,0,2024/01/16
抹茶プリン　take,3,0,2024/01/16
フレンチトーストtake,6,0,2024/01/16
フレンチ【プレーン】,2,0,2024/01/16
フレンチ【ベリー】,0,0,2024/01/16
フレンチ【キャラメル,0,0,2024/01/16
EDWブレックファース,0,0,2024/01/16
バスクチーズtake,0,0,2024/01/16
プレーン 2斤,11,0,2024/01/17
純生 2斤,5,0,2024/01/17
プレーン　1斤,0,0,2024/01/17
アップルシナモン,3,0,2024/01/17
濃厚ショコラ,13,0,2024/01/17
ほうじ茶とホワイトチョコ,6,0,2024/01/17
プレーン1斤,0,0,2024/01/17
純生1斤,0,0,2024/01/17
ホイップバター,3,0,2024/01/17
天使のクロワッサン,12,0,2024/01/17
塩トリュフクロワッサン,8,0,2024/01/17
チョコレートクロワッサン,4,0,2024/01/17
ストロベリークロワッサン,1,0,2024/01/17
ホワイトチョコクロワッサン,2,0,2024/01/17
アーモンドダマンドクロワッサン,3,0,2024/01/17
アールグレイダマンドクロワッサン,1,0,2024/01/17
ほうじ茶ダマンドクロワッサン,0,0,2024/01/17
抹茶つぶあんダマンド,5,0,2024/01/17
板チョコバタークロワッサン,4,0,2024/01/17
ソーセージクロワッサン,0,0,2024/01/17
明太マヨコロッケクロワッサン,1,0,2024/01/17
ささみカツバーガー,4,0,2024/01/17
アラビアータバーガー,3,0,2024/01/17
照り焼きチキンバーガ,2,0,2024/01/17
明太マヨコロッケバー,0,0,2024/01/17
シーザーサラダバーガ,4,0,2024/01/17
リュスティック,0,0,2024/01/17
悪魔のカレーパン,6,0,2024/01/17
とうもろこしクロックムッシュ,8,0,2024/01/17
明太ペペロンチーノフランス,3,0,2024/01/17
明太チーズオムレツサンド,5,0,2024/01/17
トマトとリコッタのタルティーヌ,3,0,2024/01/17
チョリソーとキャベツのタルティーヌ,1,0,2024/01/17
シラスとキノコのタルティーヌ,1,0,2024/01/17
ハニートースト,8,0,2024/01/17
チョコ　クロワッサンロール,5,0,2024/01/17
ストロベリー　クロワッサンロール,4,0,2024/01/17
きな粉とくるみのあんバター,5,0,2024/01/17
チョコマフィン,3,0,2024/01/17
ストロベリーマフィン,4,0,2024/01/17
フルーツパイ,4,0,2024/01/17
シナモンロール,0,0,2024/01/17
シュガーラスク,0,0,2024/01/17
チョコラスク,3,0,2024/01/17
ストロベリーラスク,0,0,2024/01/17
ホワイトラスク,1,0,2024/01/17
極上プリン カップtak,5,0,2024/01/17
ほうじ茶プリン カッップ,0,0,2024/01/17
極上プリン　ビン　Ta,0,0,2024/01/17
抹茶プリン　take,1,0,2024/01/17
フレンチトーストtake,9,0,2024/01/17
フレンチ【プレーン】,0,0,2024/01/17
フレンチ【ベリー】,1,0,2024/01/17
フレンチ【キャラメル,0,0,2024/01/17
EDWブレックファース,2,0,2024/01/17
バスクチーズtake,3,0,2024/01/17
プレーン 2斤,13,0,2024/01/18
純生 2斤,5,0,2024/01/18
プレーン　1斤,0,0,2024/01/18
アップルシナモン,3,0,2024/01/18
濃厚ショコラ,9,0,2024/01/18
ほうじ茶とホワイトチョコ,10,0,2024/01/18
プレーン1斤,0,0,2024/01/18
純生1斤,0,0,2024/01/18
ホイップバター,7,0,2024/01/18
天使のクロワッサン,9,0,2024/01/18
塩トリュフクロワッサン,8,0,2024/01/18
チョコレートクロワッサン,8,0,2024/01/18
ストロベリークロワッサン,2,0,2024/01/18
ホワイトチョコクロワッサン,1,0,2024/01/18
アーモンドダマンドクロワッサン,2,0,2024/01/18
アールグレイダマンドクロワッサン,5,0,2024/01/18
ほうじ茶ダマンドクロワッサン,0,0,2024/01/18
抹茶つぶあんダマンド,2,0,2024/01/18
板チョコバタークロワッサン,7,0,2024/01/18
ソーセージクロワッサン,3,0,2024/01/18
明太マヨコロッケクロワッサン,1,0,2024/01/18
ささみカツバーガー,4,0,2024/01/18
アラビアータバーガー,4,0,2024/01/18
照り焼きチキンバーガ,1,0,2024/01/18
明太マヨコロッケバー,0,0,2024/01/18
シーザーサラダバーガ,1,0,2024/01/18
リュスティック,0,0,2024/01/18
悪魔のカレーパン,14,0,2024/01/18
とうもろこしクロックムッシュ,5,0,2024/01/18
明太ペペロンチーノフランス,4,0,2024/01/18
明太チーズオムレツサンド,3,0,2024/01/18
トマトとリコッタのタルティーヌ,4,0,2024/01/18
チョリソーとキャベツのタルティーヌ,0,0,2024/01/18
シラスとキノコのタルティーヌ,4,0,2024/01/18
ハニートースト,8,0,2024/01/18
チョコ　クロワッサンロール,5,0,2024/01/18
ストロベリー　クロワッサンロール,1,0,2024/01/18
きな粉とくるみのあんバター,5,0,2024/01/18
チョコマフィン,8,0,2024/01/18
ストロベリーマフィン,3,0,2024/01/18
フルーツパイ,2,0,2024/01/18
シナモンロール,0,0,2024/01/18
シュガーラスク,1,0,2024/01/18
チョコラスク,1,0,2024/01/18
ストロベリーラスク,0,0,2024/01/18
ホワイトラスク,1,0,2024/01/18
極上プリン カップtak,6,0,2024/01/18
ほうじ茶プリン カッップ,0,0,2024/01/18
極上プリン　ビン　Ta,2,0,2024/01/18
抹茶プリン　take,1,0,2024/01/18
フレンチトーストtake,9,0,2024/01/18
フレンチ【プレーン】,2,0,2024/01/18
フレンチ【ベリー】,0,0,2024/01/18
フレンチ【キャラメル,2,0,2024/01/18
EDWブレックファース,0,0,2024/01/18
バスクチーズtake,3,0,2024/01/18
プレーン 2斤,17,0,2024/01/19
純生 2斤,9,0,2024/01/19
プレーン　1斤,0,0,2024/01/19
アップルシナモン,9,0,2024/01/19
濃厚ショコラ,11,0,2024/01/19
ほうじ茶とホワイトチョコ,10,0,2024/01/19
プレーン1斤,0,0,2024/01/19
純生1斤,0,0,2024/01/19
ホイップバター,9,0,2024/01/19
天使のクロワッサン,14,0,2024/01/19
塩トリュフクロワッサン,6,0,2024/01/19
チョコレートクロワッサン,8,0,2024/01/19
ストロベリークロワッサン,3,0,2024/01/19
ホワイトチョコクロワッサン,4,0,2024/01/19
アーモンドダマンドクロワッサン,6,0,2024/01/19
アールグレイダマンドクロワッサン,2,0,2024/01/19
ほうじ茶ダマンドクロワッサン,0,0,2024/01/19
抹茶つぶあんダマンド,2,0,2024/01/19
板チョコバタークロワッサン,4,0,2024/01/19
ソーセージクロワッサン,2,0,2024/01/19
明太マヨコロッケクロワッサン,1,0,2024/01/19
ささみカツバーガー,3,0,2024/01/19
アラビアータバーガー,3,0,2024/01/19
照り焼きチキンバーガ,0,0,2024/01/19
明太マヨコロッケバー,0,0,2024/01/19
シーザーサラダバーガ,3,0,2024/01/19
リュスティック,0,0,2024/01/19
悪魔のカレーパン,9,0,2024/01/19
とうもろこしクロックムッシュ,7,0,2024/01/19
明太ペペロンチーノフランス,3,0,2024/01/19
明太チーズオムレツサンド,6,0,2024/01/19
トマトとリコッタのタルティーヌ,1,0,2024/01/19
チョリソーとキャベツのタルティーヌ,4,0,2024/01/19
シラスとキノコのタルティーヌ,4,0,2024/01/19
ハニートースト,10,0,2024/01/19
チョコ　クロワッサンロール,4,0,2024/01/19
ストロベリー　クロワッサンロール,4,0,2024/01/19
きな粉とくるみのあんバター,5,0,2024/01/19
チョコマフィン,7,0,2024/01/19
ストロベリーマフィン,4,0,2024/01/19
フルーツパイ,0,0,2024/01/19
シナモンロール,0,0,2024/01/19
シュガーラスク,2,0,2024/01/19
チョコラスク,2,0,2024/01/19
ストロベリーラスク,1,0,2024/01/19
ホワイトラスク,3,0,2024/01/19
極上プリン カップtak,3,0,2024/01/19
ほうじ茶プリン カッップ,0,0,2024/01/19
極上プリン　ビン　Ta,0,0,2024/01/19
抹茶プリン　take,1,0,2024/01/19
フレンチトーストtake,4,0,2024/01/19
フレンチ【プレーン】,1,0,2024/01/19
フレンチ【ベリー】,0,0,2024/01/19
フレンチ【キャラメル,0,0,2024/01/19
EDWブレックファース,0,0,2024/01/19
バスクチーズtake,2,0,2024/01/19
プレーン 2斤,20,0,2024/01/20
純生 2斤,11,0,2024/01/20
プレーン　1斤,0,0,2024/01/20
アップルシナモン,1,0,2024/01/20
濃厚ショコラ,12,0,2024/01/20
ほうじ茶とホワイトチョコ,11,0,2024/01/20
プレーン1斤,0,0,2024/01/20
純生1斤,0,0,2024/01/20
ホイップバター,7,0,2024/01/20
天使のクロワッサン,20,0,2024/01/20
塩トリュフクロワッサン,12,0,2024/01/20
チョコレートクロワッサン,19,0,2024/01/20
ストロベリークロワッサン,7,0,2024/01/20
ホワイトチョコクロワッサン,6,0,2024/01/20
アーモンドダマンドクロワッサン,7,0,2024/01/20
アールグレイダマンドクロワッサン,5,0,2024/01/20
ほうじ茶ダマンドクロワッサン,0,0,2024/01/20
抹茶つぶあんダマンド,5,0,2024/01/20
板チョコバタークロワッサン,10,0,2024/01/20
ソーセージクロワッサン,11,0,2024/01/20
明太マヨコロッケクロワッサン,5,0,2024/01/20
ささみカツバーガー,4,0,2024/01/20
アラビアータバーガー,6,0,2024/01/20
照り焼きチキンバーガ,6,0,2024/01/20
明太マヨコロッケバー,1,0,2024/01/20
シーザーサラダバーガ,5,0,2024/01/20
リュスティック,0,0,2024/01/20
悪魔のカレーパン,9,0,2024/01/20
とうもろこしクロックムッシュ,10,0,2024/01/20
明太ペペロンチーノフランス,4,0,2024/01/20
明太チーズオムレツサンド,10,0,2024/01/20
トマトとリコッタのタルティーヌ,5,0,2024/01/20
チョリソーとキャベツのタルティーヌ,3,0,2024/01/20
シラスとキノコのタルティーヌ,4,0,2024/01/20
ハニートースト,17,0,2024/01/20
チョコ　クロワッサンロール,5,0,2024/01/20
ストロベリー　クロワッサンロール,5,0,2024/01/20
きな粉とくるみのあんバター,14,0,2024/01/20
チョコマフィン,8,0,2024/01/20
ストロベリーマフィン,0,0,2024/01/20
フルーツパイ,8,0,2024/01/20
シナモンロール,0,0,2024/01/20
シュガーラスク,3,0,2024/01/20
チョコラスク,3,0,2024/01/20
ストロベリーラスク,1,0,2024/01/20
ホワイトラスク,1,0,2024/01/20
極上プリン カップtak,19,0,2024/01/20
ほうじ茶プリン カッップ,1,0,2024/01/20
極上プリン　ビン　Ta,4,0,2024/01/20
抹茶プリン　take,4,0,2024/01/20
フレンチトーストtake,11,0,2024/01/20
フレンチ【プレーン】,5,0,2024/01/20
フレンチ【ベリー】,2,0,2024/01/20
フレンチ【キャラメル,2,0,2024/01/20
EDWブレックファース,0,0,2024/01/20
バスクチーズtake,7,0,2024/01/20
プレーン 2斤,21,0,2024/01/21
純生 2斤,15,0,2024/01/21
プレーン　1斤,0,0,2024/01/21
アップルシナモン,0,0,2024/01/21
濃厚ショコラ,13,0,2024/01/21
ほうじ茶とホワイトチョコ,9,0,2024/01/21
プレーン1斤,0,0,2024/01/21
純生1斤,0,0,2024/01/21
ホイップバター,10,0,2024/01/21
天使のクロワッサン,30,0,2024/01/21
塩トリュフクロワッサン,14,0,2024/01/21
チョコレートクロワッサン,12,0,2024/01/21
ストロベリークロワッサン,6,0,2024/01/21
ホワイトチョコクロワッサン,6,0,2024/01/21
アーモンドダマンドクロワッサン,7,0,2024/01/21
アールグレイダマンドクロワッサン,5,0,2024/01/21
ほうじ茶ダマンドクロワッサン,7,0,2024/01/21
抹茶つぶあんダマンド,6,0,2024/01/21
板チョコバタークロワッサン,10,0,2024/01/21
ソーセージクロワッサン,11,0,2024/01/21
明太マヨコロッケクロワッサン,5,0,2024/01/21
ささみカツバーガー,5,0,2024/01/21
アラビアータバーガー,5,0,2024/01/21
照り焼きチキンバーガ,8,0,2024/01/21
明太マヨコロッケバー,0,0,2024/01/21
シーザーサラダバーガ,5,0,2024/01/21
リュスティック,0,0,2024/01/21
悪魔のカレーパン,0,0,2024/01/21
とうもろこしクロックムッシュ,10,0,2024/01/21
明太ペペロンチーノフランス,4,0,2024/01/21
明太チーズオムレツサンド,10,0,2024/01/21
トマトとリコッタのタルティーヌ,4,0,2024/01/21
チョリソーとキャベツのタルティーヌ,2,0,2024/01/21
シラスとキノコのタルティーヌ,4,0,2024/01/21
ハニートースト,11,0,2024/01/21
チョコ　クロワッサンロール,5,0,2024/01/21
ストロベリー　クロワッサンロール,5,0,2024/01/21
きな粉とくるみのあんバター,12,0,2024/01/21
チョコマフィン,10,0,2024/01/21
ストロベリーマフィン,8,0,2024/01/21
フルーツパイ,8,0,2024/01/21
シナモンロール,6,0,2024/01/21
シュガーラスク,1,0,2024/01/21
チョコラスク,4,0,2024/01/21
ストロベリーラスク,4,0,2024/01/21
ホワイトラスク,1,0,2024/01/21
極上プリン カップtak,15,0,2024/01/21
ほうじ茶プリン カッップ,1,0,2024/01/21
極上プリン　ビン　Ta,12,0,2024/01/21
抹茶プリン　take,1,0,2024/01/21
フレンチトーストtake,17,0,2024/01/21
フレンチ【プレーン】,9,0,2024/01/21
フレンチ【ベリー】,1,0,2024/01/21
フレンチ【キャラメル,1,0,2024/01/21
EDWブレックファース,9,0,2024/01/21
バスクチーズtake,8,0,2024/01/21
プレーン 2斤,23,0,2024/01/22
純生 2斤,8,0,2024/01/22
プレーン　1斤,0,0,2024/01/22
アップルシナモン,0,0,2024/01/22
濃厚ショコラ,14,0,2024/01/22
ほうじ茶とホワイトチョコ,7,0,2024/01/22
プレーン1斤,0,0,2024/01/22
純生1斤,0,0,2024/01/22
ホイップバター,9,0,2024/01/22
天使のクロワッサン,18,0,2024/01/22
塩トリュフクロワッサン,8,0,2024/01/22
チョコレートクロワッサン,7,0,2024/01/22
ストロベリークロワッサン,3,0,2024/01/22
ホワイトチョコクロワッサン,2,0,2024/01/22
アーモンドダマンドクロワッサン,4,0,2024/01/22
アールグレイダマンドクロワッサン,2,0,2024/01/22
ほうじ茶ダマンドクロワッサン,3,0,2024/01/22
抹茶つぶあんダマンド,0,0,2024/01/22
板チョコバタークロワッサン,2,0,2024/01/22
ソーセージクロワッサン,5,0,2024/01/22
明太マヨコロッケクロワッサン,2,0,2024/01/22
ささみカツバーガー,4,0,2024/01/22
アラビアータバーガー,3,0,2024/01/22
照り焼きチキンバーガ,1,0,2024/01/22
明太マヨコロッケバー,1,0,2024/01/22
シーザーサラダバーガ,4,0,2024/01/22
リュスティック,0,0,2024/01/22
悪魔のカレーパン,0,0,2024/01/22
とうもろこしクロックムッシュ,7,0,2024/01/22
明太ペペロンチーノフランス,4,0,2024/01/22
明太チーズオムレツサンド,2,0,2024/01/22
トマトとリコッタのタルティーヌ,4,0,2024/01/22
チョリソーとキャベツのタルティーヌ,1,0,2024/01/22
シラスとキノコのタルティーヌ,3,0,2024/01/22
ハニートースト,10,0,2024/01/22
チョコ　クロワッサンロール,5,0,2024/01/22
ストロベリー　クロワッサンロール,4,0,2024/01/22
きな粉とくるみのあんバター,4,0,2024/01/22
チョコマフィン,4,0,2024/01/22
ストロベリーマフィン,3,0,2024/01/22
フルーツパイ,3,0,2024/01/22
シナモンロール,0,0,2024/01/22
シュガーラスク,3,0,2024/01/22
チョコラスク,0,0,2024/01/22
ストロベリーラスク,0,0,2024/01/22
ホワイトラスク,0,0,2024/01/22
極上プリン カップtak,5,0,2024/01/22
ほうじ茶プリン カッップ,1,0,2024/01/22
極上プリン　ビン　Ta,0,0,2024/01/22
抹茶プリン　take,2,0,2024/01/22
フレンチトーストtake,10,0,2024/01/22
フレンチ【プレーン】,2,0,2024/01/22
フレンチ【ベリー】,2,0,2024/01/22
フレンチ【キャラメル,0,0,2024/01/22
EDWブレックファース,0,0,2024/01/22
バスクチーズtake,4,0,2024/01/22
プレーン 2斤,10,0,2024/01/23
純生 2斤,6,0,2024/01/23
プレーン　1斤,0,0,2024/01/23
アップルシナモン,0,0,2024/01/23
濃厚ショコラ,6,0,2024/01/23
ほうじ茶とホワイトチョコ,10,0,2024/01/23
プレーン1斤,0,0,2024/01/23
純生1斤,0,0,2024/01/23
ホイップバター,4,0,2024/01/23
天使のクロワッサン,4,0,2024/01/23
塩トリュフクロワッサン,3,0,2024/01/23
チョコレートクロワッサン,2,0,2024/01/23
ストロベリークロワッサン,2,0,2024/01/23
ホワイトチョコクロワッサン,0,0,2024/01/23
アーモンドダマンドクロワッサン,2,0,2024/01/23
アールグレイダマンドクロワッサン,0,0,2024/01/23
ほうじ茶ダマンドクロワッサン,2,0,2024/01/23
抹茶つぶあんダマンド,1,0,2024/01/23
板チョコバタークロワッサン,2,0,2024/01/23
ソーセージクロワッサン,0,0,2024/01/23
明太マヨコロッケクロワッサン,1,0,2024/01/23
ささみカツバーガー,2,0,2024/01/23
アラビアータバーガー,1,0,2024/01/23
照り焼きチキンバーガ,0,0,2024/01/23
明太マヨコロッケバー,0,0,2024/01/23
シーザーサラダバーガ,0,0,2024/01/23
リュスティック,0,0,2024/01/23
悪魔のカレーパン,4,0,2024/01/23
とうもろこしクロックムッシュ,1,0,2024/01/23
明太ペペロンチーノフランス,2,0,2024/01/23
明太チーズオムレツサンド,4,0,2024/01/23
トマトとリコッタのタルティーヌ,0,0,2024/01/23
チョリソーとキャベツのタルティーヌ,0,0,2024/01/23
シラスとキノコのタルティーヌ,1,0,2024/01/23
ハニートースト,3,0,2024/01/23
チョコ　クロワッサンロール,2,0,2024/01/23
ストロベリー　クロワッサンロール,0,0,2024/01/23
きな粉とくるみのあんバター,2,0,2024/01/23
チョコマフィン,7,0,2024/01/23
ストロベリーマフィン,6,0,2024/01/23
フルーツパイ,1,0,2024/01/23
シナモンロール,0,0,2024/01/23
シュガーラスク,0,0,2024/01/23
チョコラスク,0,0,2024/01/23
ストロベリーラスク,0,0,2024/01/23
ホワイトラスク,0,0,2024/01/23
極上プリン カップtak,4,0,2024/01/23
ほうじ茶プリン カッップ,0,0,2024/01/23
極上プリン　ビン　Ta,0,0,2024/01/23
抹茶プリン　take,0,0,2024/01/23
フレンチトーストtake,2,0,2024/01/23
フレンチ【プレーン】,5,0,2024/01/23
フレンチ【ベリー】,0,0,2024/01/23
フレンチ【キャラメル,0,0,2024/01/23
EDWブレックファース,0,0,2024/01/23
バスクチーズtake,4,0,2024/01/23
プレーン 2斤,8,0,2024/01/24
純生 2斤,3,0,2024/01/24
プレーン　1斤,0,0,2024/01/24
アップルシナモン,0,0,2024/01/24
