item,item_create,item_los,date
ストロベリーラスク,0,0,2023/9/12
ホワイトラスク,0,0,2023/9/12
極上プリン カップtak,16,0,2023/9/12
ほうじ茶プリン カッ,4,0,2023/9/12
極上プリン　ビン　Ta,1,0,2023/9/12
フレンチトーストtake,9,0,2023/9/12
バスクチーズtake,1,0,2023/9/12
冷やしパンケーキ,17,0,2023/9/12
冷やしパンケーキ　8,0,0,2023/9/12
プレーン 2斤,27,0,2023/9/13
純生 2斤,15,0,2023/9/13
栗　1斤,0,0,2023/9/13
柚子一斤,0,0,2023/9/13
ホイップバター,15,0,2023/9/13
天使のクロワッサン,16,0,2023/9/13
塩トリュフクロワッサン,12,0,2023/9/13
チョコレートクロワッサン,5,0,2023/9/13
ストロベリークロワッサン,3,0,2023/9/13
ホワイトチョコクロワッサン,2,0,2023/9/13
アーモンドダマンドクロワッサン,7,0,2023/9/13
アールグレイダマンドクロワッサン,3,0,2023/9/13
ほうじ茶ダマンドクロワッサン,3,0,2023/9/13
カボチャサラダクロワッサン,1,0,2023/9/13
板チョコバタークロワッサン,0,0,2023/9/13
ソーセージクロワッサン,5,0,2023/9/13
パストラミクロワッサン,1,0,2023/9/13
生ハムクロワッサン,2,0,2023/9/13
レモンとピスタチオのクロワッサン,0,0,2023/9/13
ささみカツバーガー,4,0,2023/9/13
アラビアータバーガー,6,0,2023/9/13
照り焼きチキンバーガ,5,0,2023/9/13
明太マヨコロッケバー,1,0,2023/9/13
シーザーサラダバーガ,0,0,2023/9/13
ツナチェダーバーガー,2,0,2023/9/13
悪魔のカレーパン,0,0,2023/9/13
とうもろこしクロックムッシュ,8,0,2023/9/13
明太ペペロンチーノフランス,4,0,2023/9/13
明太チーズオムレツサンド,0,0,2023/9/13
トマトとリコッタのタルティーヌ,3,0,2023/9/13
チョリソーとキャベツのタルティーヌ,3,0,2023/9/13
シラスとキノコのタルティーヌ,3,0,2023/9/13
夏野菜とチーズのタルティーヌ,4,0,2023/9/13
あんバタートースト,8,0,2023/9/13
ベリーとクリームチーズのハニートースト,3,0,2023/9/13
カボチャのクリームパン,0,0,2023/9/13
きな粉とくるみのあんバター,0,0,2023/9/13
ボストック,0,0,2023/9/13
チョコマフィン,0,0,2023/9/13
レモンカスタードマフ,5,0,2023/9/13
ストロベリーマフィン,0,0,2023/9/13
シャインマスカットのフルーツパイ,8,0,2023/9/13
シナモンロール,3,0,2023/9/13
レモンアールグレイのクロッフィン,0,0,2023/9/13
シュガーラスク,3,0,2023/9/13
シナモンラスク,3,0,2023/9/13
チョコラスク,2,0,2023/9/13
ストロベリーラスク,0,0,2023/9/13
ホワイトラスク,0,0,2023/9/13
極上プリン カップtak,12,0,2023/9/13
ほうじ茶プリン カッ,4,0,2023/9/13
極上プリン　ビン　Ta,4,0,2023/9/13
フレンチトーストtake,3,0,2023/9/13
バスクチーズtake,1,0,2023/9/13
冷やしパンケーキ,4,0,2023/9/13
冷やしパンケーキ　8,0,0,2023/9/13
プレーン 2斤,19,0,2023/9/14
純生 2斤,12,0,2023/9/14
栗　1斤,11,0,2023/9/14
柚子一斤,3,0,2023/9/14
ホイップバター,4,0,2023/9/14
天使のクロワッサン,11,0,2023/9/14
塩トリュフクロワッサン,8,0,2023/9/14
チョコレートクロワッサン,7,0,2023/9/14
ストロベリークロワッサン,4,0,2023/9/14
ホワイトチョコクロワッサン,2,0,2023/9/14
アーモンドダマンドクロワッサン,4,0,2023/9/14
アールグレイダマンドクロワッサン,3,0,2023/9/14
ほうじ茶ダマンドクロワッサン,3,0,2023/9/14
カボチャサラダクロワッサン,2,0,2023/9/14
板チョコバタークロワッサン,0,0,2023/9/14
ソーセージクロワッサン,6,0,2023/9/14
パストラミクロワッサン,0,0,2023/9/14
生ハムクロワッサン,2,0,2023/9/14
レモンとピスタチオのクロワッサン,0,0,2023/9/14
ささみカツバーガー,4,0,2023/9/14
アラビアータバーガー,3,0,2023/9/14
照り焼きチキンバーガ,3,0,2023/9/14
明太マヨコロッケバー,1,0,2023/9/14
シーザーサラダバーガ,0,0,2023/9/14
ツナチェダーバーガー,3,0,2023/9/14
悪魔のカレーパン,8,0,2023/9/14
とうもろこしクロックムッシュ,7,0,2023/9/14
明太ペペロンチーノフランス,3,0,2023/9/14
明太チーズオムレツサンド,0,0,2023/9/14
トマトとリコッタのタルティーヌ,4,0,2023/9/14
チョリソーとキャベツのタルティーヌ,3,0,2023/9/14
シラスとキノコのタルティーヌ,4,0,2023/9/14
夏野菜とチーズのタルティーヌ,5,0,2023/9/14
あんバタートースト,4,0,2023/9/14
ベリーとクリームチーズのハニートースト,3,0,2023/9/14
カボチャのクリームパン,0,0,2023/9/14
きな粉とくるみのあんバター,0,0,2023/9/14
ボストック,3,0,2023/9/14
チョコマフィン,0,0,2023/9/14
レモンカスタードマフ,3,0,2023/9/14
ストロベリーマフィン,0,0,2023/9/14
シャインマスカットのフルーツパイ,2,0,2023/9/14
シナモンロール,3,0,2023/9/14
レモンアールグレイのクロッフィン,0,0,2023/9/14
シュガーラスク,1,0,2023/9/14
シナモンラスク,1,0,2023/9/14
チョコラスク,0,0,2023/9/14
ストロベリーラスク,0,0,2023/9/14
ホワイトラスク,2,0,2023/9/14
極上プリン カップtak,11,0,2023/9/14
ほうじ茶プリン カッ,3,0,2023/9/14
極上プリン　ビン　Ta,0,0,2023/9/14
フレンチトーストtake,1,0,2023/9/14
バスクチーズtake,1,0,2023/9/14
冷やしパンケーキ,8,0,2023/9/14
冷やしパンケーキ　8,0,0,2023/9/14
プレーン 2斤,25,0,2023/9/15
純生 2斤,15,0,2023/9/15
栗　1斤,19,0,2023/9/15
柚子一斤,4,0,2023/9/15
ホイップバター,7,0,2023/9/15
天使のクロワッサン,7,0,2023/9/15
塩トリュフクロワッサン,8,0,2023/9/15
チョコレートクロワッサン,6,0,2023/9/15
ストロベリークロワッサン,3,0,2023/9/15
ホワイトチョコクロワッサン,3,0,2023/9/15
アーモンドダマンドクロワッサン,6,0,2023/9/15
アールグレイダマンドクロワッサン,2,0,2023/9/15
ほうじ茶ダマンドクロワッサン,0,0,2023/9/15
カボチャサラダクロワッサン,3,0,2023/9/15
板チョコバタークロワッサン,0,0,2023/9/15
ソーセージクロワッサン,7,0,2023/9/15
パストラミクロワッサン,2,0,2023/9/15
生ハムクロワッサン,1,0,2023/9/15
レモンとピスタチオのクロワッサン,0,0,2023/9/15
ささみカツバーガー,3,0,2023/9/15
アラビアータバーガー,3,0,2023/9/15
照り焼きチキンバーガ,2,0,2023/9/15
明太マヨコロッケバー,0,0,2023/9/15
シーザーサラダバーガ,0,0,2023/9/15
ツナチェダーバーガー,3,0,2023/9/15
悪魔のカレーパン,11,0,2023/9/15
とうもろこしクロックムッシュ,6,0,2023/9/15
明太ペペロンチーノフランス,4,0,2023/9/15
明太チーズオムレツサンド,0,0,2023/9/15
トマトとリコッタのタルティーヌ,2,0,2023/9/15
チョリソーとキャベツのタルティーヌ,3,0,2023/9/15
シラスとキノコのタルティーヌ,2,0,2023/9/15
夏野菜とチーズのタルティーヌ,3,0,2023/9/15
あんバタートースト,4,0,2023/9/15
ベリーとクリームチーズのハニートースト,4,0,2023/9/15
カボチャのクリームパン,0,0,2023/9/15
きな粉とくるみのあんバター,0,0,2023/9/15
ボストック,6,0,2023/9/15
チョコマフィン,0,0,2023/9/15
レモンカスタードマフ,8,0,2023/9/15
ストロベリーマフィン,6,0,2023/9/15
シャインマスカットのフルーツパイ,7,0,2023/9/15
シナモンロール,3,0,2023/9/15
レモンアールグレイのクロッフィン,1,0,2023/9/15
シュガーラスク,1,0,2023/9/15
シナモンラスク,0,0,2023/9/15
チョコラスク,1,0,2023/9/15
ストロベリーラスク,0,0,2023/9/15
ホワイトラスク,1,0,2023/9/15
極上プリン カップtak,12,0,2023/9/15
ほうじ茶プリン カッ,3,0,2023/9/15
極上プリン　ビン　Ta,8,0,2023/9/15
フレンチトーストtake,2,0,2023/9/15
バスクチーズtake,3,0,2023/9/15
冷やしパンケーキ,8,0,2023/9/15
冷やしパンケーキ　8,0,0,2023/9/15
プレーン 2斤,26,0,2023/9/16
純生 2斤,17,0,2023/9/16
栗　1斤,17,0,2023/9/16
柚子一斤,7,0,2023/9/16
ホイップバター,14,0,2023/9/16
天使のクロワッサン,18,0,2023/9/16
塩トリュフクロワッサン,20,0,2023/9/16
チョコレートクロワッサン,12,0,2023/9/16
ストロベリークロワッサン,5,0,2023/9/16
ホワイトチョコクロワッサン,4,0,2023/9/16
アーモンドダマンドクロワッサン,10,0,2023/9/16
アールグレイダマンドクロワッサン,4,0,2023/9/16
ほうじ茶ダマンドクロワッサン,2,0,2023/9/16
カボチャサラダクロワッサン,1,0,2023/9/16
板チョコバタークロワッサン,0,0,2023/9/16
ソーセージクロワッサン,12,0,2023/9/16
パストラミクロワッサン,2,0,2023/9/16
生ハムクロワッサン,3,0,2023/9/16
レモンとピスタチオのクロワッサン,0,0,2023/9/16
ささみカツバーガー,7,0,2023/9/16
アラビアータバーガー,8,0,2023/9/16
照り焼きチキンバーガ,6,0,2023/9/16
明太マヨコロッケバー,4,0,2023/9/16
シーザーサラダバーガ,0,0,2023/9/16
ツナチェダーバーガー,1,0,2023/9/16
悪魔のカレーパン,22,0,2023/9/16
とうもろこしクロックムッシュ,11,0,2023/9/16
明太ペペロンチーノフランス,4,0,2023/9/16
明太チーズオムレツサンド,0,0,2023/9/16
トマトとリコッタのタルティーヌ,6,0,2023/9/16
チョリソーとキャベツのタルティーヌ,5,0,2023/9/16
シラスとキノコのタルティーヌ,4,0,2023/9/16
夏野菜とチーズのタルティーヌ,9,0,2023/9/16
あんバタートースト,8,0,2023/9/16
ベリーとクリームチーズのハニートースト,4,0,2023/9/16
カボチャのクリームパン,8,0,2023/9/16
きな粉とくるみのあんバター,0,0,2023/9/16
ボストック,7,0,2023/9/16
チョコマフィン,7,0,2023/9/16
レモンカスタードマフ,8,0,2023/9/16
ストロベリーマフィン,7,0,2023/9/16
シャインマスカットのフルーツパイ,12,0,2023/9/16
シナモンロール,4,0,2023/9/16
レモンアールグレイのクロッフィン,1,0,2023/9/16
シュガーラスク,1,0,2023/9/16
シナモンラスク,2,0,2023/9/16
チョコラスク,3,0,2023/9/16
ストロベリーラスク,2,0,2023/9/16
ホワイトラスク,0,0,2023/9/16
極上プリン カップtak,23,0,2023/9/16
ほうじ茶プリン カッ,3,0,2023/9/16
極上プリン　ビン　Ta,3,0,2023/9/16
フレンチトーストtake,1,0,2023/9/16
バスクチーズtake,3,0,2023/9/16
冷やしパンケーキ,19,0,2023/9/16
冷やしパンケーキ　8,0,0,2023/9/16
プレーン 2斤,30,0,2023/9/17
純生 2斤,22,0,2023/9/17
栗　1斤,23,0,2023/9/17
柚子一斤,8,0,2023/9/17
ホイップバター,11,0,2023/9/17
天使のクロワッサン,30,0,2023/9/17
塩トリュフクロワッサン,12,0,2023/9/17
チョコレートクロワッサン,21,0,2023/9/17
ストロベリークロワッサン,5,0,2023/9/17
ホワイトチョコクロワッサン,6,0,2023/9/17
アーモンドダマンドクロワッサン,7,0,2023/9/17
アールグレイダマンドクロワッサン,4,0,2023/9/17
ほうじ茶ダマンドクロワッサン,3,0,2023/9/17
カボチャサラダクロワッサン,2,0,2023/9/17
板チョコバタークロワッサン,0,0,2023/9/17
ソーセージクロワッサン,12,0,2023/9/17
パストラミクロワッサン,2,0,2023/9/17
生ハムクロワッサン,0,0,2023/9/17
レモンとピスタチオのクロワッサン,2,0,2023/9/17
ささみカツバーガー,6,0,2023/9/17
アラビアータバーガー,8,0,2023/9/17
照り焼きチキンバーガ,8,0,2023/9/17
明太マヨコロッケバー,2,0,2023/9/17
シーザーサラダバーガ,0,0,2023/9/17
ツナチェダーバーガー,3,0,2023/9/17
悪魔のカレーパン,19,0,2023/9/17
とうもろこしクロックムッシュ,12,0,2023/9/17
明太ペペロンチーノフランス,4,0,2023/9/17
明太チーズオムレツサンド,0,0,2023/9/17
トマトとリコッタのタルティーヌ,8,0,2023/9/17
チョリソーとキャベツのタルティーヌ,5,0,2023/9/17
シラスとキノコのタルティーヌ,4,0,2023/9/17
夏野菜とチーズのタルティーヌ,9,0,2023/9/17
あんバタートースト,9,0,2023/9/17
ベリーとクリームチーズのハニートースト,4,0,2023/9/17
カボチャのクリームパン,7,0,2023/9/17
きな粉とくるみのあんバター,0,0,2023/9/17
ボストック,0,0,2023/9/17
チョコマフィン,7,0,2023/9/17
レモンカスタードマフ,8,0,2023/9/17
ストロベリーマフィン,5,0,2023/9/17
シャインマスカットのフルーツパイ,12,0,2023/9/17
シナモンロール,0,0,2023/9/17
レモンアールグレイのクロッフィン,5,0,2023/9/17
シュガーラスク,4,0,2023/9/17
シナモンラスク,1,0,2023/9/17
チョコラスク,3,0,2023/9/17
ストロベリーラスク,2,0,2023/9/17
ホワイトラスク,4,0,2023/9/17
極上プリン カップtak,23,0,2023/9/17
ほうじ茶プリン カッ,7,0,2023/9/17
極上プリン　ビン　Ta,0,0,2023/9/17
フレンチトーストtake,6,0,2023/9/17
バスクチーズtake,0,0,2023/9/17
冷やしパンケーキ,9,0,2023/9/17
冷やしパンケーキ　8,0,0,2023/9/17
プレーン 2斤,16,0,2023/9/18
純生 2斤,17,0,2023/9/18
栗　1斤,25,0,2023/9/18
柚子一斤,8,0,2023/9/18
ホイップバター,7,0,2023/9/18
天使のクロワッサン,32,0,2023/9/18
塩トリュフクロワッサン,20,0,2023/9/18
チョコレートクロワッサン,12,0,2023/9/18
ストロベリークロワッサン,5,0,2023/9/18
ホワイトチョコクロワッサン,4,0,2023/9/18
アーモンドダマンドクロワッサン,8,0,2023/9/18
アールグレイダマンドクロワッサン,5,0,2023/9/18
ほうじ茶ダマンドクロワッサン,3,0,2023/9/18
カボチャサラダクロワッサン,1,0,2023/9/18
板チョコバタークロワッサン,0,0,2023/9/18
ソーセージクロワッサン,11,0,2023/9/18
パストラミクロワッサン,0,0,2023/9/18
生ハムクロワッサン,3,0,2023/9/18
レモンとピスタチオのクロワッサン,0,0,2023/9/18
ささみカツバーガー,5,0,2023/9/18
アラビアータバーガー,8,0,2023/9/18
照り焼きチキンバーガ,7,0,2023/9/18
明太マヨコロッケバー,2,0,2023/9/18
シーザーサラダバーガ,0,0,2023/9/18
ツナチェダーバーガー,2,0,2023/9/18
悪魔のカレーパン,16,0,2023/9/18
とうもろこしクロックムッシュ,10,0,2023/9/18
明太ペペロンチーノフランス,4,0,2023/9/18
明太チーズオムレツサンド,0,0,2023/9/18
トマトとリコッタのタルティーヌ,5,0,2023/9/18
チョリソーとキャベツのタルティーヌ,7,0,2023/9/18
シラスとキノコのタルティーヌ,3,0,2023/9/18
夏野菜とチーズのタルティーヌ,10,0,2023/9/18
あんバタートースト,11,0,2023/9/18
ベリーとクリームチーズのハニートースト,2,0,2023/9/18
カボチャのクリームパン,7,0,2023/9/18
きな粉とくるみのあんバター,0,0,2023/9/18
ボストック,0,0,2023/9/18
チョコマフィン,8,0,2023/9/18
レモンカスタードマフ,8,0,2023/9/18
ストロベリーマフィン,6,0,2023/9/18
シャインマスカットのフルーツパイ,12,0,2023/9/18
シナモンロール,3,0,2023/9/18
レモンアールグレイのクロッフィン,0,0,2023/9/18
シュガーラスク,0,0,2023/9/18
シナモンラスク,0,0,2023/9/18
チョコラスク,4,0,2023/9/18
ストロベリーラスク,2,0,2023/9/18
ホワイトラスク,0,0,2023/9/18
極上プリン カップtak,14,0,2023/9/18
ほうじ茶プリン カッ,7,0,2023/9/18
極上プリン　ビン　Ta,3,0,2023/9/18
フレンチトーストtake,1,0,2023/9/18
バスクチーズtake,2,0,2023/9/18
冷やしパンケーキ,3,0,2023/9/18
冷やしパンケーキ　8,0,0,2023/9/18
プレーン 2斤,15,0,2023/9/19
純生 2斤,15,0,2023/9/19
栗　1斤,15,0,2023/9/19
柚子一斤,7,0,2023/9/19
ホイップバター,7,0,2023/9/19
天使のクロワッサン,16,0,2023/9/19
塩トリュフクロワッサン,9,0,2023/9/19
チョコレートクロワッサン,12,0,2023/9/19
ストロベリークロワッサン,3,0,2023/9/19
ホワイトチョコクロワッサン,2,0,2023/9/19
アーモンドダマンドクロワッサン,8,0,2023/9/19
アールグレイダマンドクロワッサン,2,0,2023/9/19
ほうじ茶ダマンドクロワッサン,1,0,2023/9/19
カボチャサラダクロワッサン,2,0,2023/9/19
板チョコバタークロワッサン,0,0,2023/9/19
ソーセージクロワッサン,3,0,2023/9/19
パストラミクロワッサン,0,0,2023/9/19
生ハムクロワッサン,0,0,2023/9/19
レモンとピスタチオのクロワッサン,0,0,2023/9/19
ささみカツバーガー,0,0,2023/9/19
アラビアータバーガー,1,0,2023/9/19
照り焼きチキンバーガ,3,0,2023/9/19
明太マヨコロッケバー,2,0,2023/9/19
シーザーサラダバーガ,0,0,2023/9/19
ツナチェダーバーガー,0,0,2023/9/19
悪魔のカレーパン,6,0,2023/9/19
とうもろこしクロックムッシュ,5,0,2023/9/19
明太ペペロンチーノフランス,4,0,2023/9/19
明太チーズオムレツサンド,0,0,2023/9/19
トマトとリコッタのタルティーヌ,3,0,2023/9/19
チョリソーとキャベツのタルティーヌ,3,0,2023/9/19
シラスとキノコのタルティーヌ,3,0,2023/9/19
夏野菜とチーズのタルティーヌ,3,0,2023/9/19
あんバタートースト,0,0,2023/9/19
ベリーとクリームチーズのハニートースト,3,0,2023/9/19
カボチャのクリームパン,7,0,2023/9/19
きな粉とくるみのあんバター,0,0,2023/9/19
ボストック,0,0,2023/9/19
チョコマフィン,6,0,2023/9/19
レモンカスタードマフ,6,0,2023/9/19
ストロベリーマフィン,5,0,2023/9/19
シャインマスカットのフルーツパイ,7,0,2023/9/19
シナモンロール,2,0,2023/9/19
レモンアールグレイのクロッフィン,0,0,2023/9/19
シュガーラスク,0,0,2023/9/19
シナモンラスク,0,0,2023/9/19
チョコラスク,0,0,2023/9/19
ストロベリーラスク,0,0,2023/9/19
ホワイトラスク,0,0,2023/9/19
極上プリン カップtak,4,0,2023/9/19
ほうじ茶プリン カッ,2,0,2023/9/19
極上プリン　ビン　Ta,0,0,2023/9/19
フレンチトーストtake,1,0,2023/9/19
バスクチーズtake,0,0,2023/9/19
冷やしパンケーキ,0,0,2023/9/19
冷やしパンケーキ　8,0,0,2023/9/19
プレーン 2斤,20,0,2023/9/20
純生 2斤,16,0,2023/9/20
栗　1斤,15,0,2023/9/20
柚子一斤,5,0,2023/9/20
ホイップバター,3,0,2023/9/20
天使のクロワッサン,18,0,2023/9/20
塩トリュフクロワッサン,5,0,2023/9/20
チョコレートクロワッサン,7,0,2023/9/20
ストロベリークロワッサン,3,0,2023/9/20
ホワイトチョコクロワッサン,2,0,2023/9/20
アーモンドダマンドクロワッサン,6,0,2023/9/20
アールグレイダマンドクロワッサン,2,0,2023/9/20
ほうじ茶ダマンドクロワッサン,4,0,2023/9/20
カボチャサラダクロワッサン,2,0,2023/9/20
板チョコバタークロワッサン,0,0,2023/9/20
ソーセージクロワッサン,5,0,2023/9/20
パストラミクロワッサン,1,0,2023/9/20
生ハムクロワッサン,1,0,2023/9/20
レモンとピスタチオのクロワッサン,0,0,2023/9/20
ささみカツバーガー,2,0,2023/9/20
アラビアータバーガー,3,0,2023/9/20
照り焼きチキンバーガ,1,0,2023/9/20
明太マヨコロッケバー,2,0,2023/9/20
シーザーサラダバーガ,0,0,2023/9/20
ツナチェダーバーガー,1,0,2023/9/20
悪魔のカレーパン,12,0,2023/9/20
とうもろこしクロックムッシュ,8,0,2023/9/20
明太ペペロンチーノフランス,2,0,2023/9/20
明太チーズオムレツサンド,0,0,2023/9/20
トマトとリコッタのタルティーヌ,2,0,2023/9/20
チョリソーとキャベツのタルティーヌ,2,0,2023/9/20
シラスとキノコのタルティーヌ,2,0,2023/9/20
夏野菜とチーズのタルティーヌ,6,0,2023/9/20
あんバタートースト,0,0,2023/9/20
ベリーとクリームチーズのハニートースト,4,0,2023/9/20
カボチャのクリームパン,5,0,2023/9/20
きな粉とくるみのあんバター,0,0,2023/9/20
ボストック,0,0,2023/9/20
チョコマフィン,7,0,2023/9/20
レモンカスタードマフ,7,0,2023/9/20
ストロベリーマフィン,7,0,2023/9/20
シャインマスカットのフルーツパイ,3,0,2023/9/20
シナモンロール,1,0,2023/9/20
レモンアールグレイのクロッフィン,0,0,2023/9/20
シュガーラスク,1,0,2023/9/20
シナモンラスク,0,0,2023/9/20
チョコラスク,1,0,2023/9/20
ストロベリーラスク,0,0,2023/9/20
ホワイトラスク,0,0,2023/9/20
極上プリン カップtak,19,0,2023/9/20
ほうじ茶プリン カッ,5,0,2023/9/20
極上プリン　ビン　Ta,1,0,2023/9/20
フレンチトーストtake,3,0,2023/9/20
バスクチーズtake,5,0,2023/9/20
冷やしパンケーキ,0,0,2023/9/20
冷やしパンケーキ　8,0,0,2023/9/20
プレーン 2斤,8,0,2023/9/21
純生 2斤,12,0,2023/9/21
栗　1斤,17,0,2023/9/21
柚子一斤,5,0,2023/9/21
ホイップバター,6,0,2023/9/21
天使のクロワッサン,18,0,2023/9/21
塩トリュフクロワッサン,3,0,2023/9/21
チョコレートクロワッサン,13,0,2023/9/21
ストロベリークロワッサン,0,0,2023/9/21
ホワイトチョコクロワッサン,1,0,2023/9/21
アーモンドダマンドクロワッサン,5,0,2023/9/21
アールグレイダマンドクロワッサン,4,0,2023/9/21
ほうじ茶ダマンドクロワッサン,2,0,2023/9/21
カボチャサラダクロワッサン,0,0,2023/9/21
板チョコバタークロワッサン,0,0,2023/9/21
ソーセージクロワッサン,6,0,2023/9/21
パストラミクロワッサン,2,0,2023/9/21
生ハムクロワッサン,2,0,2023/9/21
レモンとピスタチオのクロワッサン,0,0,2023/9/21
ささみカツバーガー,4,0,2023/9/21
アラビアータバーガー,6,0,2023/9/21
照り焼きチキンバーガ,4,0,2023/9/21
明太マヨコロッケバー,2,0,2023/9/21
シーザーサラダバーガ,0,0,2023/9/21
ツナチェダーバーガー,2,0,2023/9/21
悪魔のカレーパン,12,0,2023/9/21
とうもろこしクロックムッシュ,7,0,2023/9/21
明太ペペロンチーノフランス,2,0,2023/9/21
明太チーズオムレツサンド,0,0,2023/9/21
トマトとリコッタのタルティーヌ,3,0,2023/9/21
チョリソーとキャベツのタルティーヌ,0,0,2023/9/21
シラスとキノコのタルティーヌ,2,0,2023/9/21
夏野菜とチーズのタルティーヌ,5,0,2023/9/21
あんバタートースト,3,0,2023/9/21
ベリーとクリームチーズのハニートースト,4,0,2023/9/21
カボチャのクリームパン,4,0,2023/9/21
きな粉とくるみのあんバター,0,0,2023/9/21
ボストック,0,0,2023/9/21
チョコマフィン,6,0,2023/9/21
レモンカスタードマフ,3,0,2023/9/21
ストロベリーマフィン,5,0,2023/9/21
シャインマスカットのフルーツパイ,6,0,2023/9/21
シナモンロール,1,0,2023/9/21
レモンアールグレイのクロッフィン,0,0,2023/9/21
シュガーラスク,2,0,2023/9/21
シナモンラスク,0,0,2023/9/21
チョコラスク,2,0,2023/9/21
ストロベリーラスク,0,0,2023/9/21
ホワイトラスク,0,0,2023/9/21
極上プリン カップtak,6,0,2023/9/21
ほうじ茶プリン カッ,2,0,2023/9/21
極上プリン　ビン　Ta,3,0,2023/9/21
フレンチトーストtake,2,0,2023/9/21
バスクチーズtake,1,0,2023/9/21
冷やしパンケーキ,0,0,2023/9/21
冷やしパンケーキ　8,0,0,2023/9/21
プレーン 2斤,26,0,2023/9/22
純生 2斤,11,0,2023/9/22
栗　1斤,14,0,2023/9/22
柚子一斤,3,0,2023/9/22
ホイップバター,9,0,2023/9/22
天使のクロワッサン,10,0,2023/9/22
塩トリュフクロワッサン,12,0,2023/9/22
チョコレートクロワッサン,8,0,2023/9/22
ストロベリークロワッサン,0,0,2023/9/22
ホワイトチョコクロワッサン,0,0,2023/9/22
アーモンドダマンドクロワッサン,6,0,2023/9/22
アールグレイダマンドクロワッサン,4,0,2023/9/22
ほうじ茶ダマンドクロワッサン,3,0,2023/9/22
カボチャサラダクロワッサン,2,0,2023/9/22
板チョコバタークロワッサン,0,0,2023/9/22
ソーセージクロワッサン,7,0,2023/9/22
パストラミクロワッサン,1,0,2023/9/22
生ハムクロワッサン,0,0,2023/9/22
レモンとピスタチオのクロワッサン,0,0,2023/9/22
ささみカツバーガー,2,0,2023/9/22
アラビアータバーガー,6,0,2023/9/22
照り焼きチキンバーガ,4,0,2023/9/22
明太マヨコロッケバー,2,0,2023/9/22
シーザーサラダバーガ,0,0,2023/9/22
ツナチェダーバーガー,2,0,2023/9/22
悪魔のカレーパン,10,0,2023/9/22
とうもろこしクロックムッシュ,8,0,2023/9/22
明太ペペロンチーノフランス,4,0,2023/9/22
明太チーズオムレツサンド,0,0,2023/9/22
トマトとリコッタのタルティーヌ,3,0,2023/9/22
チョリソーとキャベツのタルティーヌ,2,0,2023/9/22
シラスとキノコのタルティーヌ,2,0,2023/9/22
夏野菜とチーズのタルティーヌ,5,0,2023/9/22
あんバタートースト,6,0,2023/9/22
ベリーとクリームチーズのハニートースト,1,0,2023/9/22
カボチャのクリームパン,8,0,2023/9/22
きな粉とくるみのあんバター,0,0,2023/9/22
ボストック,0,0,2023/9/22
チョコマフィン,7,0,2023/9/22
レモンカスタードマフ,8,0,2023/9/22
ストロベリーマフィン,6,0,2023/9/22
シャインマスカットのフルーツパイ,8,0,2023/9/22
シナモンロール,3,0,2023/9/22
レモンアールグレイのクロッフィン,0,0,2023/9/22
シュガーラスク,3,0,2023/9/22
シナモンラスク,0,0,2023/9/22
チョコラスク,5,0,2023/9/22
ストロベリーラスク,3,0,2023/9/22
ホワイトラスク,0,0,2023/9/22
極上プリン カップtak,12,0,2023/9/22
ほうじ茶プリン カッ,0,0,2023/9/22
極上プリン　ビン　Ta,0,0,2023/9/22
フレンチトーストtake,8,0,2023/9/22
バスクチーズtake,5,0,2023/9/22
冷やしパンケーキ,0,0,2023/9/22
冷やしパンケーキ　8,0,0,2023/9/22
プレーン 2斤,30,0,2023/9/23
純生 2斤,20,0,2023/9/23
栗　1斤,16,0,2023/9/23
柚子一斤,8,0,2023/9/23
ホイップバター,5,0,2023/9/23
天使のクロワッサン,14,0,2023/9/23
塩トリュフクロワッサン,20,0,2023/9/23
チョコレートクロワッサン,14,0,2023/9/23
ストロベリークロワッサン,5,0,2023/9/23
ホワイトチョコクロワッサン,4,0,2023/9/23
アーモンドダマンドクロワッサン,9,0,2023/9/23
アールグレイダマンドクロワッサン,7,0,2023/9/23
ほうじ茶ダマンドクロワッサン,3,0,2023/9/23
カボチャサラダクロワッサン,2,0,2023/9/23
板チョコバタークロワッサン,8,0,2023/9/23
ソーセージクロワッサン,12,0,2023/9/23
パストラミクロワッサン,1,0,2023/9/23
生ハムクロワッサン,2,0,2023/9/23
レモンとピスタチオのクロワッサン,0,0,2023/9/23
ささみカツバーガー,8,0,2023/9/23
アラビアータバーガー,8,0,2023/9/23
照り焼きチキンバーガ,8,0,2023/9/23
明太マヨコロッケバー,4,0,2023/9/23
シーザーサラダバーガ,0,0,2023/9/23
ツナチェダーバーガー,3,0,2023/9/23
悪魔のカレーパン,20,0,2023/9/23
とうもろこしクロックムッシュ,10,0,2023/9/23
明太ペペロンチーノフランス,6,0,2023/9/23
明太チーズオムレツサンド,0,0,2023/9/23
トマトとリコッタのタルティーヌ,8,0,2023/9/23
チョリソーとキャベツのタルティーヌ,5,0,2023/9/23
シラスとキノコのタルティーヌ,5,0,2023/9/23
夏野菜とチーズのタルティーヌ,8,0,2023/9/23
あんバタートースト,5,0,2023/9/23
ベリーとクリームチーズのハニートースト,4,0,2023/9/23
カボチャのクリームパン,12,0,2023/9/23
きな粉とくるみのあんバター,0,0,2023/9/23
ボストック,0,0,2023/9/23
チョコマフィン,7,0,2023/9/23
レモンカスタードマフ,8,0,2023/9/23
